Agency,City,State,NTD ID,Reporter Type,Report Year,Primary UZA Population,Agency VOMS,Mode,TOS,Mode VOMS,Guideway,Stations,Administrative Buildings,Maintenance Buildings,Passenger Vehicles,Other Vehicles,Fare Collection Equipment,Communication & Information Systems,Other,Total
Virgin Islands Department of Public Works,St. Thomas,VI,40188,Reduced,2017,106405.0,29,MB,DO,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,810270.0
Island Transit,Galveston,TX,60015,Reduced,2017,0.0,29,MB,DO,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4576247.0
Redding Area Bus Authority,Redding,CA,90093,Full,2017,117731.0,29,MB,PT,13,0.0,38150.0,0.0,104386.0,0.0,0.0,0.0,5888.0,26719.0,175143.0
City of Tyler,Tyler,TX,60089,Reduced,2017,130247.0,29,DT,PT,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Virgin Islands Department of Public Works,St. Thomas,VI,40188,Reduced,2017,106405.0,29,DR,DO,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2641.0
Island Transit,Galveston,TX,60015,Reduced,2017,0.0,29,CB,DO,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222978.0
Handitran Special Transit Division - City of Arlington,Arlington,TX,60041,Full,2017,5121892.0,29,DT,PT,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marquette County Transit Authority,Marquette ,MI,5R03-50427,Rural,2017,0.0,29,MB,DO,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183167.0
City of Tyler,Tyler,TX,60089,Reduced,2017,130247.0,29,MB,PT,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Tyler,Tyler,TX,60089,Reduced,2017,130247.0,29,CB,PT,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Metra Transit System (Columbus, GA)",Columbus,GA,40024,Reduced,2017,253602.0,28,DR,DO,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248263.0
Claremont Dial-a-Ride,La Verne,CA,90296,Reduced,2017,12150996.0,28,DR,PT,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437716.0
Sioux City Transit System,Sioux City,IA,70012,Full,2017,106494.0,28,DR,PT,7,0.0,0.0,0.0,0.0,288998.0,0.0,0.0,0.0,0.0,288998.0
Fond du Lac Area Transit,Fond du Lac,WI,50171,Reduced,2017,54901.0,28,MB,DO,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fond du Lac Area Transit,Fond du Lac,WI,50171,Reduced,2017,54901.0,28,DT,PT,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Gulf Coast Center,Texas City,TX,60082,Full,2017,106383.0,28,DR,DO,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iredell County Area Transportation Services,Statesville,NC,40205,Reduced,2017,1249442.0,28,MB,DO,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6355.0
University of Iowa,Iowa City,IA,70019,Full,2017,106621.0,28,DR,DO,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Central Florida Regional Planning Council,Bartow,FL,4R02-44938,Rural,2017,0.0,28,DR,PT,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49447.0
A&C Bus Corporation & Montgomery & Westside Owners Association,Jersey City,NJ,20219,Reduced,2017,18351295.0,28,MB,DO,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montrose County Seniors,Montrose,CO,8R01-88215,Rural,2017,0.0,28,DR,DO,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41501.0
Cape May County Fare Free Transportation,Cape May Court House,NJ,20203,Reduced,2017,51291.0,28,DR,DO,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,567538.0
University of Iowa,Iowa City,IA,70019,Full,2017,106621.0,28,MB,DO,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iredell County Area Transportation Services,Statesville,NC,40205,Reduced,2017,1249442.0,28,DR,DO,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432986.0
Claremont Dial-a-Ride,La Verne,CA,90296,Reduced,2017,12150996.0,28,DT,PT,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sioux City Transit System,Sioux City,IA,70012,Full,2017,106494.0,28,MB,DO,21,0.0,44893.0,0.0,0.0,46830.0,0.0,0.0,0.0,0.0,91723.0
"Metra Transit System (Columbus, GA)",Columbus,GA,40024,Reduced,2017,253602.0,28,MB,DO,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1303380.0
Thousand Oaks Transit,Thousand Oaks,CA,90165,Reduced,2017,214811.0,28,DR,PT,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stanislaus County Public Works - Transit,Modesto,CA,90236,Reduced,2017,358172.0,28,MB,PT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262439.0
City of Pocatello,Pocatello,ID,22,Reduced,2017,69809.0,28,DR,DO,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,496763.0
Ozark Regional Transit,Springdale,AR,60072,Full,2017,295083.0,28,MB,DO,16,0.0,0.0,0.0,17912.0,0.0,34054.0,0.0,49081.0,0.0,101047.0
Fond du Lac Area Transit,Fond du Lac,WI,50171,Reduced,2017,54901.0,28,DR,PT,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62888.0
Ozark Regional Transit,Springdale,AR,60072,Full,2017,295083.0,28,DR,DO,12,0.0,0.0,0.0,0.0,181858.0,0.0,0.0,0.0,0.0,181858.0
The Gulf Coast Center,Texas City,TX,60082,Full,2017,106383.0,28,MB,DO,12,0.0,0.0,0.0,0.0,506828.0,0.0,0.0,0.0,191149.0,697977.0
The Gulf Coast Center,Texas City,TX,60082,Full,2017,106383.0,28,DT,PT,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Pocatello,Pocatello,ID,22,Reduced,2017,69809.0,28,MB,DO,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11975.0
Stanislaus County Public Works - Transit,Modesto,CA,90236,Reduced,2017,358172.0,28,DR,PT,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1047584.0
Thousand Oaks Transit,Thousand Oaks,CA,90165,Reduced,2017,214811.0,28,MB,PT,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61007.0
Cape May County Fare Free Transportation,Cape May Court House,NJ,20203,Reduced,2017,51291.0,28,MB,DO,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stanislaus County Public Works - Transit,Modesto,CA,90236,Reduced,2017,358172.0,28,CB,PT,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30555.0
Fond du Lac Area Transit,Fond du Lac,WI,50171,Reduced,2017,54901.0,28,MB,PT,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Montgomery-Montgomery Area Transit System,Montgomery,AL,40044,Full,2017,263907.0,27,DR,DO,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chautauqua County,Warwick,NY,2R02-20959,Rural,2017,0.0,27,DR,PT,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tahoe Transportation District,Zephyr Cove,NV,91092,Full,2017,210000.0,27,CB,DO,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Palos Verdes Peninsula Transit Authority,Palos Verdes Peninsula,CA,90287,Reduced,2017,12150996.0,27,DT,PT,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shenango Valley Shuttle Service,Hermitage,PA,30055,Reduced,2017,387550.0,27,MB,DO,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158303.0
Voluntary Action Center,Sycamore,IL,50215,Reduced,2017,68545.0,27,MB,DO,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Deerfield Valley Transit Association, Inc.",West Dover,VT,1R06-10144,Rural,2017,0.0,27,DR,DO,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tahoe Transportation District,Zephyr Cove,NV,91092,Full,2017,210000.0,27,DR,DO,4,0.0,0.0,0.0,0.0,66920.0,0.0,0.0,0.0,0.0,66920.0
Central Indiana Regional Transportation Authority ,Indianapolis,IN,50209,Reduced,2017,1487483.0,27,CB,PT,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Laguna Beach Municipal Transit,Laguna Beach,CA,90119,Full,2017,583681.0,27,MB,DO,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alamance County Transportation Authority,Burlington,NC,40225,Reduced,2017,119911.0,27,DR,DO,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191583.0
Cabarrus County Transportation Services,Kannapolis,NC,40214,Reduced,2017,214881.0,27,DR,DO,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160202.0
County of Mercer,Trenton,NJ,20211,Reduced,2017,296668.0,27,DR,DO,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93088.0
Perry County Transit,New Lexington,OH,5R05-50343,Rural,2017,0.0,27,DR,DO,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330267.0
"Regional Transportation Program, Inc.",Portland,ME,10069,Reduced,2017,203914.0,27,DR,DO,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68204.0
City of Oxford,Oxford,MS,4R05-41052,Rural,2017,0.0,27,MB,DO,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Central Indiana Regional Transportation Authority ,Indianapolis,IN,50209,Reduced,2017,1487483.0,27,VP,PT,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Voluntary Action Center,Sycamore,IL,50215,Reduced,2017,68545.0,27,DR,DO,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Deerfield Valley Transit Association, Inc.",West Dover,VT,1R06-10144,Rural,2017,0.0,27,MB,DO,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353264.0
Shenango Valley Shuttle Service,Hermitage,PA,30055,Reduced,2017,387550.0,27,DR,DO,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290452.0
Palos Verdes Peninsula Transit Authority,Palos Verdes Peninsula,CA,90287,Reduced,2017,12150996.0,27,MB,PT,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244859.0
Chautauqua County,Warwick,NY,2R02-20959,Rural,2017,0.0,27,MB,PT,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Montgomery-Montgomery Area Transit System,Montgomery,AL,40044,Full,2017,263907.0,27,MB,DO,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16614.0,0.0,16614.0
Cleveland Area Rapid Transit, Norman,OK,60096,Reduced,2017,103898.0,27,MB,DO,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10236.0
Mountain Rides Transportation Authority,Ketchum,ID,0R01-00311,Rural,2017,0.0,27,MB,DO,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57915.0
"County Commissioners of Charles County, MD",La Plata,MD,30088,Full,2017,109919.0,27,MB,PT,16,0.0,72268.0,0.0,0.0,582624.0,0.0,0.0,0.0,0.0,654892.0
"Meadowlands Transportation Brokerage Corporation, dba EZ Ride",Wood Ridge,NJ,20197,Reduced,2017,18351295.0,27,DR,DO,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39875.0
"Cedar Valley Services, Inc.",Albert Lea,MN,5R04-50450,Rural,2017,0.0,27,DR,DO,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212251.0
Tahoe Transportation District,Zephyr Cove,NV,91092,Full,2017,210000.0,27,MB,DO,15,0.0,11733.0,0.0,0.0,31852.0,11314.0,0.0,7998.0,0.0,62897.0
Johnson City Transit System,Johnson City,TN,40054,Reduced,2017,120415.0,27,MB,DO,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,742548.0
Las Cruces Area Transit,Las Cruces,NM,60049,Reduced,2017,128600.0,27,DR,DO,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111700.0
Metropolitan Transit Authority of Black Hawk County,Waterloo,IA,70013,Reduced,2017,113418.0,27,DR,DO,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377636.0
Las Cruces Area Transit,Las Cruces,NM,60049,Reduced,2017,128600.0,27,MB,DO,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,635728.0
Metropolitan Transit Authority of Black Hawk County,Waterloo,IA,70013,Reduced,2017,113418.0,27,MB,DO,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Johnson City Transit System,Johnson City,TN,40054,Reduced,2017,120415.0,27,DR,DO,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95181.0
"Cedar Valley Services, Inc.",Albert Lea,MN,5R04-50450,Rural,2017,0.0,27,MB,DO,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161172.0
"County Commissioners of Charles County, MD",La Plata,MD,30088,Full,2017,109919.0,27,DR,PT,11,0.0,0.0,0.0,0.0,194934.0,0.0,0.0,0.0,0.0,194934.0
"Meadowlands Transportation Brokerage Corporation, dba EZ Ride",Wood Ridge,NJ,20197,Reduced,2017,18351295.0,27,MB,DO,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mountain Rides Transportation Authority,Ketchum,ID,0R01-00311,Rural,2017,0.0,27,VP,DO,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81528.0
Cleveland Area Rapid Transit, Norman,OK,60096,Reduced,2017,103898.0,27,DR,DO,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mountain Rides Transportation Authority,Ketchum,ID,0R01-00311,Rural,2017,0.0,27,DR,DO,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tahoe Transportation District,Zephyr Cove,NV,91092,Full,2017,210000.0,27,DT,PT,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tahoe Transportation District,Zephyr Cove,NV,91092,Full,2017,210000.0,27,DR,PT,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Oxford,Oxford,MS,4R05-41052,Rural,2017,0.0,27,DR,DO,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228086.0
"Meadowlands Transportation Brokerage Corporation, dba EZ Ride",Wood Ridge,NJ,20197,Reduced,2017,18351295.0,27,MB,PT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Waco Transit System, Inc.",Waco,TX,60012,Full,2017,172378.0,26,DR,DO,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Imperial County Transportation Commission,El Centro,CA,90226,Full,2017,107672.0,26,DR,PT,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tar River Transit,Rocky Mount,NC,40096,Reduced,2017,68243.0,26,MB,PT,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,651936.0
"Harris County Community Services Department, Office of Transit Services",Houston,TX,60108,Reduced,2017,4944332.0,26,MB,PT,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47098.0
"Harris County Community Services Department, Office of Transit Services",Houston,TX,60108,Reduced,2017,4944332.0,26,CB,PT,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
St. Joseph County Transportation Authority,Three Rivers,MI,5R03-50436,Rural,2017,0.0,26,MB,DO,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Adirondack Transit Lines, Inc,",Hurley,NY,20177,Full,2017,18351295.0,26,CB,DO,26,0.0,0.0,0.0,0.0,7553.0,18498.0,0.0,0.0,34687.0,60738.0
Souris Basin Transit,Minot,ND,8R03-80302,Rural,2017,0.0,26,DR,DO,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116400.0
"Big Five Community Services, Inc.",Durant,OK,6R04-60258,Rural,2017,0.0,26,DR,DO,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Southwest Oklahoma Community Action Group, Inc.",Altus,OK,6R04-60233,Rural,2017,0.0,26,DR,DO,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175245.0
Town of Oro Valley - Transit Services Division,Oro Valley,AZ,90191,Reduced,2017,843168.0,26,DR,DO,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275990.0
South Jersey Transportation Authority,Camden,NJ,20200,Reduced,2017,248402.0,26,MB,DO,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406630.0
Knox Area Transit,Mt. Vernon,OH,5R05-50275,Rural,2017,0.0,26,DR,DO,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167019.0
Missoula Ravalli Transportation Management Association,Missoula,MT,8R02-80200,Rural,2017,0.0,26,VP,DO,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Johnson County SEATS,Iowa City,IA,70045,Full,2017,106621.0,26,DR,DO,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMART Starkville-MSU Area Rapid Transit,MSU,MS,4R05-41030,Rural,2017,0.0,26,MB,DO,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150367.0
Cass Area Transit,LOGANSPORT,IN,5R02-50281,Rural,2017,0.0,26,DR,DO,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201800.0
Municipality of Carolina,Carolina,PR,40125,Reduced,2017,2148346.0,26,MB,DO,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
St. Joseph County Transportation Authority,Three Rivers,MI,5R03-50436,Rural,2017,0.0,26,DR,DO,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118136.0
Williamsport Bureau of Transportation,Williamsport,PA,30026,Full,2017,56142.0,26,MB,DO,23,0.0,444960.0,0.0,0.0,1195684.0,0.0,0.0,0.0,0.0,1640644.0
Cass Area Transit,LOGANSPORT,IN,5R02-50281,Rural,2017,0.0,26,MB,DO,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Williamsport Bureau of Transportation,Williamsport,PA,30026,Full,2017,56142.0,26,DR,PT,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Municipality of Carolina,Carolina,PR,40125,Reduced,2017,2148346.0,26,DR,DO,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tar River Transit,Rocky Mount,NC,40096,Reduced,2017,68243.0,26,DR,PT,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124408.0
Imperial County Transportation Commission,El Centro,CA,90226,Full,2017,107672.0,26,MB,PT,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Waco Transit System, Inc.",Waco,TX,60012,Full,2017,172378.0,26,MB,DO,17,0.0,0.0,0.0,0.0,2136362.0,0.0,0.0,0.0,0.0,2136362.0
Franklin Regional Transit Authority,Greenfield,MA,1R02-10173,Rural,2017,0.0,26,DR,DO,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407125.0
Clarksville Transit System,Clarksville,TN,40092,Reduced,2017,158655.0,26,MB,DO,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2389712.0
"Harris County Community Services Department, Office of Transit Services",Houston,TX,60108,Reduced,2017,4944332.0,26,DT,PT,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clarksville Transit System,Clarksville,TN,40092,Reduced,2017,158655.0,26,DR,DO,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372106.0
Franklin Regional Transit Authority,Greenfield,MA,1R02-10173,Rural,2017,0.0,26,MB,DO,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,851000.0
SMART Starkville-MSU Area Rapid Transit,MSU,MS,4R05-41030,Rural,2017,0.0,26,DR,DO,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Johnson County SEATS,Iowa City,IA,70045,Full,2017,106621.0,26,MB,DO,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Williamsport Bureau of Transportation,Williamsport,PA,30026,Full,2017,56142.0,26,DR,DO,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RiverCities Transit,Longview,WA,16,Full,2017,63952.0,25,MB,DO,9,0.0,319583.0,0.0,5405.0,0.0,0.0,0.0,5297.0,0.0,330285.0
Berkshire Regional Transit Authority,Pittsfield,MA,10007,Full,2017,59124.0,25,DR,PT,9,0.0,0.0,0.0,0.0,428067.0,0.0,0.0,0.0,0.0,428067.0
Lake Erie Transit,Monroe,MI,50522,Full,2017,3734090.0,25,MB,DO,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Macon-Bibb County Transit Authority,Macon,GA,40130,Reduced,2017,137570.0,25,DR,DO,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tulare County Area Transit,Visalia,CA,9R02-91055,Rural,2017,0.0,25,DR,PT,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santa Maria Area Transit,Santa Maria,CA,90087,Full,2017,130447.0,25,DR,PT,6,0.0,0.0,0.0,0.0,641123.0,0.0,0.0,46787.0,0.0,687910.0
"Tri-Valley Opportunity Council, Inc.",Crookston,MN,5R04-50353,Rural,2017,0.0,25,MB,DO,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171412.0
Twin Cities Area Transportation Authority,Benton Harbor,MI,50132,Reduced,2017,61022.0,25,MB,DO,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fargo Park District/ Valley Senior Services dba Valley Senior Services,Fargo,ND,80110,Reduced,2017,176676.0,25,DT,PT,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Athens Transit System,Athens,GA,40047,Full,2017,128754.0,25,DR,DO,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9085.0,0.0,9085.0
St. Tammany Parish Government,Mandeville,LA,60109,Reduced,2017,91151.0,25,DR,PT,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Easy Lift Transportation,Goleta,CA,90243,Reduced,2017,195861.0,25,DR,DO,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248626.0
"Suwannee River Economic Council, Inc.",Live Oak ,FL,4R02-41037,Rural,2017,0.0,25,DR,DO,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165156.0
Altamont Corridor Express,Stockton,CA,90182,Full,2017,370583.0,25,CR,PT,25,2239051.0,285705.0,0.0,2397119.0,978715.0,0.0,851.0,0.0,0.0,5901441.0
County of Morris,Morristown,NJ,20210,Reduced,2017,18351295.0,25,DR,DO,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
District Three Public Transit,Marion,VA,3R06-30123,Rural,2017,0.0,25,DR,DO,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,688752.0
University Of New Hampshire - University Transportation Services,Durham,NH,10119,Reduced,2017,88087.0,25,MB,DO,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478465.0
City of Riverside Special Transportation,Riverside,CA,90086,Full,2017,1932666.0,25,DR,DO,25,0.0,0.0,0.0,0.0,267162.0,0.0,0.0,0.0,198648.0,465810.0
"Four County Mental Health, Inc.",Independence,KS,7R02-70209,Rural,2017,0.0,25,DR,DO,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205380.0
Muskogee County Public Transit Authority,Muskogee,OK,6R04-60203,Rural,2017,0.0,25,DR,DO,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40331.0
"Boston Express Bus, Inc.",Concord,NH,10133,Reduced,2017,4181019.0,25,CB,DO,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,710021.0
Union County Transportation ,Monroe,NC,40215,Reduced,2017,1249442.0,25,DR,DO,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266379.0
Athens Transit System,Athens,GA,40047,Full,2017,128754.0,25,MB,DO,22,0.0,0.0,0.0,0.0,104740.0,19908.0,440.0,273304.0,0.0,398392.0
Fargo Park District/ Valley Senior Services dba Valley Senior Services,Fargo,ND,80110,Reduced,2017,176676.0,25,DR,DO,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71675.0
Twin Cities Area Transportation Authority,Benton Harbor,MI,50132,Reduced,2017,61022.0,25,DR,DO,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145044.0
"Tri-Valley Opportunity Council, Inc.",Crookston,MN,5R04-50353,Rural,2017,0.0,25,DR,DO,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,608875.0
Macon-Bibb County Transit Authority,Macon,GA,40130,Reduced,2017,137570.0,25,MB,DO,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,639619.0
Tulare County Area Transit,Visalia,CA,9R02-91055,Rural,2017,0.0,25,MB,PT,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santa Maria Area Transit,Santa Maria,CA,90087,Full,2017,130447.0,25,MB,PT,19,0.0,0.0,19906.0,42462.0,3375845.0,0.0,2500.0,426487.0,87365.0,3954565.0
Lake Erie Transit,Monroe,MI,50522,Full,2017,3734090.0,25,DR,DO,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Berkshire Regional Transit Authority,Pittsfield,MA,10007,Full,2017,59124.0,25,MB,PT,16,0.0,23900.0,90179.0,29525.0,126724.0,48896.0,9069.0,0.0,0.0,328293.0
RiverCities Transit,Longview,WA,16,Full,2017,63952.0,25,DR,PT,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CityLink Transit,Abilene,TX,60040,Reduced,2017,110421.0,25,DR,DO,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512613.0
"Central Area Rural Transit System, Inc.",Soldotna,AK,0R04-00378,Rural,2017,0.0,25,DT,PT,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
